map_id,eps,L,number_of_majority_minority_dists_needed,#iterations,#iterations_no_improvement,percentage_depreciation_in_compactness,time_vickrey,time_VRA,time_compactness,time_uncoarsening,time_cmpttveness,total_time,n_restarts,opt_effgap,passymetry_opt,max_margin,#competitive,majmin,compactness,pop_bal*P_bar
131,0.01,1,2,10000,500,0.3,1.657299042,6.664824963,192.1659429,138.0783613,103.4863939,442.0528221,1,0.083942506,0.020960295,0.169249349,8,2,5922.314711,7669.330116
132,0.01,1,2,10000,500,0.3,1.166361094,176.6710439,140.479115,525.5015388,84.68155169,928.4996104,2,-0.044693854,0.022872647,0.172271259,4,2,5611.673259,7636.33013
133,0.01,1,2,10000,500,0.3,0.352574825,69.09250808,103.4691741,487.6915689,89.52069807,750.126524,1,-0.046728104,0.032598101,0.260024369,4,2,5180.102863,6856.66379
200,0.01,1,2,10000,500,0.3,3.952911854,0.350328922,218.031431,170.2628131,329.1174867,721.7149715,1,0.067489496,0.010989014,0.170176693,5,2,5148.51949,7561.663495
200,0.01,1,2,10000,500,0.1,8.602510929,188.976701,140.6643269,214.8250642,99.62914085,652.6977439,2,0.210859963,0.035875884,0.242572167,4,2,5106.593626,7397.663563
200,0.01,1,2,10000,500,0,7.02503705,0.00344491,104.5000887,185.5851822,33.67750907,330.7912619,1,-0.024825383,0.021439485,0.22150708,1,2,4909.048734,7702.330102
200,0.01,1,2,10000,500,0.2,0.692910194,24.40271997,71.50740504,202.3047462,78.65586996,377.5636513,1,-0.030391485,0.017889022,0.247804606,3,2,4756.827446,6342.330673
201,0.01,1,2,10000,500,0.3,5.676186085,88.33205009,117.6148472,224.3147619,206.6462851,642.5841303,2,-0.150095784,0.016061131,0.224846823,7,2,5331.128411,7587.663484
201,0.01,1,2,10000,500,0.2,2.393199682,11.3989017,67.26158881,525.0238371,93.72916412,699.8066914,1,-0.03837876,0.026338519,0.251706289,7,2,4597.820605,5730.33093
201,0.01,1,2,10000,500,0.1,3.119502068,13.17600608,90.86463189,232.391094,128.138062,467.689296,1,0.211264948,0.043956783,0.338739086,3,2,4586.51373,7355.330248
201,0.01,1,2,10000,500,0,1.289310932,0.837760925,124.7636311,251.7428262,57.31437397,435.9479032,1,0.083343629,0.031536339,0.382939652,1,2,3778.79926,7747.330083
202,0.01,1,2,10000,500,0.3,4.770410061,225.4807019,164.3848791,141.3750637,122.0229609,658.0340157,5,0.087281259,0.010316696,0.221186344,7,2,5408.515791,7397.33023
202,0.01,1,2,10000,500,0.1,2.357795,5.45199585,167.7060149,186.411953,173.1832428,535.1110015,1,-0.013300801,0.034516589,0.218010364,5,2,4950.680672,7532.663507
202,0.01,1,2,10000,500,0.2,0.385787725,108.7840691,279.6330934,87.37918687,123.3601999,599.5423369,2,0.071796349,0.017624803,0.22363547,7,2,4936.047066,7437.663547
202,0.01,1,2,10000,500,0,1.349941254,4.596076012,115.789542,443.7144701,100.7383151,666.1883445,1,0.056141713,0.037946732,0.46825853,4,2,4068.200731,7768.663408
203,0.01,1,2,10000,500,0.3,6.789597273,167.8726621,342.842603,281.2554393,148.6702793,947.4305809,3,0.197281411,0.013562276,0.206161375,7,2,5364.37342,7902.663352
203,0.01,1,2,10000,500,0.2,2.685950994,541.6584258,293.3365519,264.4933052,91.1521337,1193.326368,1,-0.038714497,0.015806987,0.237922796,4,2,4916.589568,7502.663519
203,0.01,1,2,10000,500,0.1,11.60614872,11.68365383,90.63744593,303.7273641,99.38455582,517.0391684,1,0.186209661,0.016379191,0.23352926,5,2,4418.242135,7400.330229
203,0.01,1,2,10000,500,0,6.030534983,35.45582676,132.4957352,197.9238107,30.13974619,402.0456538,1,0.104353697,0.032837548,0.326641318,1,2,4023.856989,6626.663887
204,0.01,1,2,10000,500,0.2,4.500272751,402.2827692,234.3632939,450.3858423,379.9170499,1471.449228,5,0.052321771,0.019545409,0.222105373,6,2,5157.383963,7723.330093
204,0.01,1,2,10000,500,0.3,2.440628052,279.136059,234.5254569,317.9669869,300.0622249,1134.131356,5,0.167462125,0.007500936,0.128790078,6,2,5042.551921,7871.330031
204,0.01,1,2,10000,500,0,4.656002045,39.41943908,174.6133959,169.000864,47.55454612,435.2442472,2,-0.026785966,0.036717171,0.340586588,2,2,4611.175364,7920.663344
204,0.01,1,2,10000,500,0.1,3.074658155,21.63733411,108.771245,396.7405643,116.4264357,646.6502373,1,0.142812037,0.010903704,0.156093392,4,2,4167.799979,7526.330176
205,0.01,1,2,10000,500,0.3,0.76836729,117.3997729,141.9273131,204.5158799,459.029356,923.6406891,2,0.058956609,0.017721488,0.20103087,7,2,6008.621118,7941.330002
205,0.01,1,2,10000,500,0.1,3.365768194,900.3167479,196.2378912,140.1640289,107.4404871,1347.524923,5,0.174926214,0.020219338,0.247429968,5,2,5097.039139,7603.663477
205,0.01,1,2,10000,500,0.2,22.25682092,353.108995,196.153208,128.4748428,161.8987081,861.8925748,7,-0.0413059,0.041569252,0.335605694,6,2,4791.261932,6862.663788
205,0.01,1,2,10000,500,0,7.083812714,17.18351912,285.660598,321.5047538,77.22691321,708.6595969,1,-0.150810456,0.039126947,0.273210461,4,2,4324.805065,7450.663541
206,0.01,1,2,10000,500,0.3,1.720933914,180.205816,290.305676,432.7433388,409.087456,1314.063221,3,0.089440418,0.016180359,0.24125051,7,2,5280.874546,7712.663431
206,0.01,1,2,10000,500,0.2,1.466370821,63.50715899,96.7180512,75.89892197,236.8365297,474.4270327,2,-0.047791522,0.031409418,0.267264845,5,2,5174.269189,7305.330269
206,0.01,1,2,10000,500,0.1,2.774196863,7.974942923,86.70187902,92.90798593,85.52479482,275.8837996,1,0.039363513,0.012872079,0.140012832,4,2,4406.875388,7597.66348
206,0.01,1,2,10000,500,0,6.370455742,835.5077078,209.2494361,451.7711487,44.0465591,1546.945307,5,0.046691862,0.044307904,0.376615601,2,2,4186.330159,6941.330421
207,0.01,1,2,10000,500,0.3,4.134756804,10.54095387,107.674278,531.719434,124.5180981,778.5875208,1,-0.02932668,0.024189796,0.231072199,4,2,5272.509853,7235.663631
207,0.01,1,2,10000,500,0.2,2.817003012,228.9627721,134.9548659,205.971334,155.3998809,728.1058559,5,-0.067100159,0.02668402,0.226564285,5,2,4846.100113,7941.663335
207,0.01,1,2,10000,500,0,1.798330784,30.13657498,134.4319961,166.8027539,175.0819259,508.2515817,1,0.093258748,0.03833955,0.330016251,3,2,4525.525125,7738.66342
207,0.01,1,2,10000,500,0.1,1.058892012,8.597975731,189.976218,484.6510792,40.26236296,724.5465279,1,-0.030622448,0.017203565,0.226683643,3,2,4498.20841,7468.3302
208,0.01,1,2,10000,500,0.3,3.455001116,9.261421204,186.2946229,310.5049021,171.216078,680.7320254,1,-0.045105152,0.015326697,0.182908349,5,2,5417.654425,5765.664248
208,0.01,1,2,10000,500,0.2,0.678462267,143.212116,243.8652661,253.7780371,194.2176058,835.7514873,5,0.066724698,0.013507392,0.229679292,5,2,4920.869126,7069.330368
208,0.01,1,2,10000,500,0.1,0.346870899,110.3266649,137.8304703,124.2772937,58.837672,431.6189718,2,-0.043528439,0.018879194,0.226067567,4,2,4707.523551,7369.663575
208,0.01,1,2,10000,500,0,0.582684755,9.001745224,154.812006,144.3232179,31.34327292,340.0629268,1,0.106169797,0.045147817,0.262861311,2,2,4402.969564,7759.330078
209,0.01,1,2,10000,500,0.3,0.636419058,1286.173111,137.1499009,114.2166448,93.73663092,1631.912707,6,0.071838264,0.016431127,0.141470487,6,2,5083.740138,7188.663651
209,0.01,1,2,10000,500,0.1,0.452311039,364.9749079,188.8475237,366.5794351,127.7464209,1048.600599,5,-0.057830226,0.02146995,0.169969962,4,2,4781.783919,7689.663441
209,0.01,1,2,10000,500,0.2,0.491518021,21.07112813,92.94085598,426.163604,62.80180383,603.46891,1,0.068336829,0.015960015,0.224090194,3,2,4381.720339,7631.663465
209,0.01,1,2,10000,500,0,3.916768551,2.413490772,207.6523271,117.4279439,43.05342197,374.4639523,1,0.085964361,0.021759593,0.255296479,2,2,4094.654967,7879.663361
210,0.01,1,2,10000,500,0.3,0.872272968,20.72856116,137.1240032,132.7892232,75.18635392,366.7004144,1,-0.042865101,0.029343939,0.21729173,4,2,5427.520652,6951.66375
210,0.01,1,2,10000,500,0.2,0.343907118,34.97844696,131.6203661,363.1600561,75.40481997,605.5075963,1,0.206573054,0.043193116,0.247643904,3,2,5053.397047,7150.330334
210,0.01,1,2,10000,500,0.1,5.22476387,79.43792319,155.5454571,219.5347681,180.086972,639.8298843,2,0.285905977,0.034922742,0.28346429,5,2,4134.644074,5516.331019
210,0.01,1,2,10000,500,0,2.456615925,5.388837099,338.651788,312.0184598,41.04767799,699.5633788,1,0.076782649,0.029882332,0.294044342,2,2,3703.202863,7697.663438
211,0.01,1,2,10000,500,0.3,0.867017984,0.228061914,89.17948437,328.886441,256.3586531,675.5196583,1,-0.057156697,0.020958902,0.170335168,2,2,5697.669458,7925.330009
211,0.01,1,2,10000,500,0.1,1.643767834,18.49503517,338.133394,791.183347,154.4440138,1303.899558,1,-0.048945097,0.022587487,0.249274527,3,2,4880.742397,7903.663351
211,0.01,1,2,10000,500,0.2,0.775563717,87.90937185,415.8690979,839.8302009,96.2231741,1440.607409,2,-0.028704216,0.033987723,0.291232111,4,2,4782.715061,7395.663564
211,0.01,1,2,10000,500,0,2.019236088,18.43252802,168.5441573,238.892009,36.63530588,464.5232363,1,-0.009987016,0.030793838,0.360117937,3,2,4164.595627,6111.33077
212,0.01,1,2,10000,500,0.3,1.863161087,2.692557096,126.3826401,215.5624697,143.6079962,490.1088243,1,-0.060288552,0.017066027,0.231997849,5,2,5256.094729,7703.330102
212,0.01,1,2,10000,500,0.2,0.876657009,2.441910028,111.1247261,148.5686078,95.0279839,358.0398848,1,0.057822724,0.012907588,0.233375064,4,2,5078.073416,7941.330002
212,0.01,1,2,10000,500,0.1,4.251111984,42.98031878,160.3512011,207.598084,75.85330892,491.0340247,1,0.058232202,0.014320975,0.214356732,3,2,4710.59273,7746.330084
212,0.01,1,2,10000,500,0,6.660587072,0.566712141,141.1880741,271.9455533,39.88203788,460.2429645,1,-0.020082801,0.041623319,0.432840813,3,2,4168.627124,6793.663817
213,0.01,1,2,10000,500,0.3,5.778580189,54.37175608,215.3053539,324.899894,190.466254,790.8218381,2,0.20897538,0.033681666,0.249999618,4,2,5584.149657,7523.330177
213,0.01,1,2,10000,500,0.2,0.9189744,14.91899204,74.37000918,286.8517303,82.89107418,459.9507802,1,-0.026884879,0.028629265,0.255054375,4,2,4705.16838,6535.330592
213,0.01,1,2,10000,500,0,0.849039078,9.625592709,268.9392998,250.2435362,78.56513095,608.2225988,1,0.086673353,0.020674022,0.360713711,2,2,4342.676355,6928.66376
213,0.01,1,2,10000,500,0.1,0.370824099,132.737854,263.795419,187.9356852,391.974232,976.8140142,2,-0.065291264,0.015497125,0.19851261,3,2,4161.127867,6994.330399
214,0.01,1,2,10000,500,0.3,3.222847939,17.70790291,204.5404181,346.4120889,122.6308408,694.5140986,1,-0.165844772,0.033173708,0.214237969,4,2,5857.357292,7826.663383
214,0.01,1,2,10000,500,0.2,0.559689045,17.21583891,164.5353479,270.6018062,94.08941102,547.0020931,1,0.193763534,0.035797244,0.230884259,3,2,5084.644326,7818.663387
214,0.01,1,2,10000,500,0.1,0.623427153,161.976614,235.227895,580.4255071,114.4050539,1092.658497,3,0.180272086,0.01320112,0.233400698,5,2,4461.225765,7940.663336
214,0.01,1,2,10000,500,0,4.513459921,38.54735518,137.7614279,223.9521389,38.10067725,442.8750591,1,0.081309143,0.0301829,0.281195296,3,2,4440.973226,6770.663826
215,0.01,1,2,10000,500,0.1,2.720628023,336.4974349,114.8771701,218.9151211,177.0759621,850.0863161,3,0.046138615,0.026827452,0.304771837,4,2,5125.661775,5871.33087
215,0.01,1,2,10000,500,0.3,13.22351694,3.718321085,80.97009993,201.2203782,155.2168949,454.349211,1,0.17789353,0.014407432,0.134172734,5,2,5082.569552,7324.663594
215,0.01,1,2,10000,500,0.2,3.111663103,3.116849899,64.64265704,390.1795263,168.097661,629.1483574,1,0.059510284,0.019101193,0.163583672,3,2,4940.752793,6693.330526
215,0.01,1,2,10000,500,0,2.03100276,5.751385927,150.088382,349.0373058,38.02104092,544.9291174,1,0.20959343,0.06262393,0.310016851,1,2,4119.133264,7537.330171
216,0.01,1,2,10000,500,0.2,4.079338074,3.964219093,64.91723704,91.45224118,118.3652999,282.7783353,1,0.200883583,0.016782534,0.189023753,5,2,5427.266858,7769.663407
216,0.01,1,2,10000,500,0.3,2.853415012,57.98752117,269.5827999,206.005301,122.48616,658.9151971,1,-0.039671747,0.037399298,0.307444355,6,2,5201.242959,7267.330285
216,0.01,1,2,10000,500,0.1,4.43208909,37.9583807,106.8215659,152.5023139,74.53209496,376.2464445,1,0.096690852,0.03133743,0.283707576,3,2,5191.421148,7796.330063
216,0.01,1,2,10000,500,0,0.296030045,24.46265006,262.0374353,141.9740338,91.17979908,519.9499483,1,0.180618966,0.051945469,0.488037323,3,2,4103.23881,7628.330133
217,0.01,1,2,10000,500,0.3,9.339725018,4.410394907,141.968086,253.5836473,109.6310229,518.9328761,1,0.06929936,0.013569249,0.22156135,5,2,5352.581959,6856.330457
217,0.01,1,2,10000,500,0.2,1.350275993,8.177330971,109.065937,350.3451447,125.217442,594.1561308,1,-0.027675377,0.018689862,0.166169827,4,2,4636.003258,6063.664123
217,0.01,1,2,10000,500,0.1,1.416857243,27.66939402,203.4875391,136.4683001,151.234067,520.2761574,1,0.070313745,0.019882645,0.289314083,4,2,4539.626824,7306.330268
217,0.01,1,2,10000,500,0,1.272013903,150.1414299,167.3482931,161.6954761,37.4317081,517.888921,1,-0.029298123,0.015201794,0.185221595,2,2,4433.881105,7884.330026
218,0.01,1,2,10000,500,0.2,0.282832861,221.3426511,239.44083,167.9980562,97.27492809,726.3392982,4,0.072350043,0.019963549,0.236522169,4,2,5129.541575,7836.330046
218,0.01,1,2,10000,500,0.3,0.571823835,3143.975717,90.33194709,258.9513052,276.543503,3770.374296,1,0.058853813,0.003981579,0.122107644,6,2,5018.682768,7107.330352
218,0.01,1,2,10000,500,0,4.567969084,0.301293135,180.430881,341.12672,43.20518398,569.6320472,1,-0.056332976,0.039542489,0.347592563,3,2,4038.786061,6092.664111
219,0.01,1,2,10000,500,0.3,2.263855934,11.68367481,141.298229,49.01967287,96.39319873,300.6586313,1,0.196343517,0.033396016,0.219569923,6,2,5784.384075,6932.663758
219,0.01,1,2,10000,500,0.2,0.481278896,10.12613988,64.01200604,382.782414,227.9779999,685.3798387,1,0.220017983,0.03120951,0.218383246,6,2,5030.335667,7218.330305
219,0.01,1,2,10000,500,0,2.34232235,0.511363029,148.3929842,327.5793769,49.01960111,527.8456476,1,0.056415483,0.046896402,0.462181467,3,2,3838.275238,7716.330096
220,0.01,1,2,10000,500,0.2,1.09214282,535.6886458,134.4921441,87.97368813,163.7183311,922.964952,10,0.068211562,0.014650395,0.223176848,5,2,5425.107462,7813.663389
220,0.01,1,2,10000,500,0.3,2.818486929,1.860523939,278.8543146,225.6664121,157.1285162,666.3282537,1,0.064311701,0.016311311,0.260974461,5,2,4811.855576,7612.663473
220,0.01,1,2,10000,500,0,1.269220114,47.159374,99.24072909,289.51878,33.22530198,470.4134052,1,0.105441687,0.020763036,0.282935958,2,2,4041.921349,7010.663726
221,0.01,1,2,10000,500,0.2,4.707754612,6.819979906,124.7090888,152.238127,162.4445629,450.9195132,1,0.057508279,0.008339182,0.121360204,7,2,5092.768963,7411.330224
221,0.01,1,2,10000,500,0.3,5.784979105,109.6235719,208.6666629,292.697516,232.198931,848.9716609,1,0.054287312,0.013691448,0.232387106,7,2,5029.419345,7661.663453
221,0.01,1,2,10000,500,0,2.31267786,4.528642178,115.047389,84.9752872,31.77486205,238.6388583,1,0.102750265,0.033387406,0.314621989,1,2,4320.480968,7428.66355
222,0.01,1,2,10000,500,0.3,4.134129763,3321.471569,144.9750428,88.2252841,145.6768231,3704.482849,5,0.107716816,0.019336681,0.197856342,6,2,5532.1211,7149.330334
222,0.01,1,2,10000,500,0.2,0.588338852,87.43823004,246.4584329,304.6469421,74.37764835,713.5095923,2,0.079758047,0.022146113,0.294098912,4,2,5121.090958,6084.664114
222,0.01,1,2,10000,500,0,6.460021019,25.89271879,84.85060692,301.077194,111.1386147,529.4191554,1,0.082558246,0.038784059,0.382199824,0,2,3910.547033,7692.330106
223,0.01,1,2,10000,500,0.2,4.322720051,246.527307,195.7483599,249.178683,78.89987302,774.6769431,5,-0.04387338,0.021422306,0.174472957,4,2,5620.062583,6843.330463
223,0.01,1,2,10000,500,0.3,1.488485098,5.69710803,268.5913761,233.244405,245.828568,754.8499422,1,-0.023031419,0.021833695,0.211073662,6,2,5304.494014,6892.663775
223,0.01,1,2,10000,500,0,1.864093065,4.978500128,147.1168499,506.5725362,53.46409798,713.9960773,1,0.195005441,0.037813238,0.40837284,2,2,3874.350522,7628.330133
224,0.01,1,2,10000,500,0.3,8.640635014,264.1367531,133.7407093,215.5378346,203.591718,825.64765,4,-0.049540002,0.027094681,0.167310828,5,2,5439.596677,7539.330171
224,0.01,1,2,10000,500,0.2,2.331247091,49.99822593,109.7489748,311.860131,193.57794,667.5165188,1,0.072371446,0.020422004,0.212228399,3,2,5120.185048,6914.330433
224,0.01,1,2,10000,500,0,2.590749741,323.9186368,397.075331,189.849046,29.67044687,943.1042104,1,0.083980987,0.036995149,0.401396089,3,2,4377.629822,7880.663361
225,0.01,1,2,10000,500,0.3,1.399246931,29.45692587,203.0220411,321.8916051,186.8264651,742.5962842,1,0.189844701,0.012374832,0.172154992,7,2,5404.523321,7425.663552
225,0.01,1,2,10000,500,0,1.442209959,1.153455973,175.151912,180.2004538,49.14610887,407.0941405,1,0.11319683,0.03157577,0.248848533,1,2,4739.294861,7599.663479
225,0.01,1,2,10000,500,0.2,1.021715879,1233.501098,833.468215,394.6696768,139.5866301,2602.247336,1,0.037626228,0.016292672,0.19013714,6,2,4680.280085,7872.330031
226,0.01,1,2,10000,500,0.3,1.812409878,8.708290815,173.8814962,612.9800701,79.3416667,876.7239337,1,0.088254738,0.025565968,0.250018276,3,2,5619.30898,7048.66371
226,0.01,1,2,10000,500,0,7.743451834,101.1436498,187.3571639,224.3240383,32.76369905,553.3320029,2,0.21162005,0.051248151,0.445266476,2,2,4131.056658,7411.663558
227,0.01,1,2,10000,500,0.3,0.803050041,16.14804888,179.5317061,173.7046549,268.9475851,639.1350451,1,-0.031973342,0.010666744,0.212825861,6,2,5863.158675,7778.663404
227,0.01,1,2,10000,500,0,4.09975481,178.8178501,218.6601291,482.313448,68.0618341,951.953016,3,0.067159603,0.038466372,0.383891163,4,2,3899.021891,7083.663695
228,0.01,1,2,10000,500,0.3,9.338947773,185.8677578,181.9063911,88.09093595,238.9590619,704.1630945,5,0.168512866,0.026968854,0.269651902,5,2,5078.161561,7599.663479
228,0.01,1,2,10000,500,0,2.281490803,134.7902529,126.6491048,408.1465662,37.69993901,709.5673537,3,0.207978944,0.038538696,0.319194132,2,2,4353.188504,6300.33069
229,0.01,1,2,10000,500,0.3,2.969837904,649.693526,111.719434,389.1626971,99.19821382,1252.743709,3,0.186842253,0.016832661,0.226241681,5,2,5412.945543,5065.331208
229,0.01,1,2,10000,500,0,4.570358038,709.8882232,207.022218,176.389415,40.74282813,1138.613042,5,0.066665133,0.026135758,0.407993141,3,2,4115.648883,7176.663656
230,0.01,1,2,10000,500,0.3,3.142082214,7.079864979,89.12934613,264.8396859,229.2601409,593.4511201,1,0.084471528,0.01827317,0.164397524,6,2,5582.128251,7531.663507
230,0.01,1,2,10000,500,0,1.144355059,211.9943051,214.7143941,116.8852081,87.02084303,631.7591054,5,0.083721598,0.028325216,0.457212238,2,2,5022.662776,7231.3303
231,0.01,1,2,10000,500,0,0.426450968,41.32098699,144.6980062,125.2895088,49.9167738,361.6517267,2,0.211845546,0.040015142,0.331872923,2,2,4394.674715,7509.663516
232,0.01,1,2,10000,500,0,0.959478855,59.93838811,311.2362502,193.357321,32.04182291,597.5332611,1,0.106000453,0.03247814,0.277212226,2,2,4562.062661,5952.330836
233,0.01,1,2,10000,500,0,1.807303905,1.284719229,50.10793495,134.239423,97.87772989,285.317111,1,0.105699865,0.032804946,0.330615077,4,2,4878.663554,7214.330307
234,0.01,1,2,10000,500,0,1.581587076,22.73070788,316.9921482,217.830116,98.46461725,657.5991764,1,0.077446544,0.035026395,0.431171884,3,2,3949.52436,7656.330122
235,0.01,1,2,10000,500,0,0.303369999,123.8432031,101.7852268,323.4168148,45.07957506,594.4281898,2,0.100934177,0.035028486,0.328426636,2,2,4238.032984,7338.663588
236,0.01,1,2,10000,500,0,6.417918921,3.830624819,73.69948125,414.8660009,34.18839979,533.0024257,1,-0.036221684,0.026586975,0.368212954,2,2,4582.074813,7425.663552
237,0.01,1,2,10000,500,0,3.664064169,29.23245406,121.231009,184.6452153,47.59593296,386.3686755,1,0.095119899,0.031776246,0.250367503,1,2,3787.070386,7339.330255
238,0.01,1,2,10000,500,0,2.226429224,3.919589043,164.1344819,157.603482,34.91157198,362.7955542,1,0.191921832,0.041404846,0.433752817,5,2,4166.078293,6595.330567
239,0.01,1,2,10000,500,0,1.101414204,229.4670951,109.140871,179.0388341,32.93927097,551.6874855,1,0.180083783,0.03852138,0.303877784,2,2,3670.706583,7386.330235
240,0.01,1,2,10000,500,0,5.19966197,15.60244393,124.7047267,118.8384702,41.22013688,305.5654397,1,0.158232866,0.05515425,0.427753022,1,2,4106.109231,6930.663759
241,0.01,1,2,10000,500,0,3.341995955,20.41169786,120.7047172,233.1629109,33.04433918,410.6656611,1,0.055817149,0.042875981,0.508448673,3,2,4443.89963,6303.330689
242,0.01,1,2,10000,500,0,2.972054958,5.763620138,172.6274149,148.5843699,61.02048087,390.9679408,1,-0.057002264,0.013278738,0.255360098,3,2,4549.655704,6933.330425
243,0.01,1,2,10000,500,0,1.84244585,10.42299986,93.04514003,217.2963929,37.64349914,360.2504778,1,-0.033689848,0.037328664,0.416701099,4,2,4644.440814,6237.330717
244,0.01,1,2,10000,500,0,1.086013794,55.32135296,236.1943853,179.2888429,30.87688184,502.7674768,1,0.217582689,0.04110486,0.311082595,2,2,4084.043595,6045.330797
245,0.01,1,2,10000,500,0,4.69375205,9.948699236,145.4393981,302.5015619,36.45473266,499.0381439,1,0.198871864,0.054368132,0.440428437,3,2,4163.386454,7342.663586
246,0.01,1,2,10000,500,0,5.895247936,82.36531401,143.048517,377.8887532,61.64279199,670.8406241,2,-0.037415727,0.024161401,0.261309747,3,2,4121.1864,7868.663366
247,0.01,1,2,10000,500,0,1.80171895,1308.664884,187.3556979,280.0343742,102.8065419,1880.663217,3,0.070788571,0.03535199,0.419963239,4,2,4538.104821,7439.330213
248,0.01,1,2,10000,500,0,0.567439795,333.7878721,283.2431569,76.18933892,118.391006,812.1788137,1,0.105505399,0.032053964,0.312057417,3,2,4218.129675,7415.330223
249,0.01,1,2,10000,500,0,2.359989882,26.00094223,137.317919,176.4796369,28.72563791,370.8841259,1,0.183769224,0.06276348,0.313340301,1,2,3603.313197,7567.663492
250,0.01,1,2,10000,500,0,0.878054142,89.73951221,74.47252512,145.079329,53.35693383,363.5263543,1,0.075917679,0.036116015,0.357613175,1,2,4629.625944,7414.330223
251,0.01,1,2,10000,500,0,2.300413847,31.49752879,182.9859538,175.1207571,34.65675497,426.5614085,1,0.086032147,0.028142022,0.290174879,2,2,4017.010994,7551.330166
252,0.01,1,2,10000,500,0,4.288152933,49.02219224,89.629812,291.961931,67.40709305,502.3091812,1,0.101712107,0.04190583,0.426158545,4,2,4266.481253,7872.330031
253,0.01,1,2,10000,500,0,1.649690866,5.973179817,148.4878342,256.9705348,34.76601982,447.8472595,1,-0.147392047,0.039021034,0.287484322,2,2,4225.921096,6878.330448
254,0.01,1,2,10000,500,0,2.789081812,474.342036,91.02065301,130.5143938,40.68758988,739.3537545,6,0.105007739,0.03336438,0.299896677,2,2,4601.230897,6975.330407
255,0.01,1,2,10000,500,0,2.909685135,1836.295832,121.9297731,245.1674349,57.75354314,2264.056268,1,0.085474362,0.053237887,0.345810665,1,2,3991.859367,7764.663409
300,0.01,1,2,10000,500,0.2,1.668179989,266.296114,151.5100057,298.3414273,162.254637,880.070364,5,0.07162542,0.01336499,0.240491318,7,2,4977.322483,7910.330015